HOG	OG	Gene Tree Parent Clade	53503-Pc.singCopy	uniProt.taxonomy_id_500485
N0.HOG0004843	OG0004706	-	53503-Pc.00g041900.m01.polypeptide.OG0006381	Pc16g14350
N0.HOG0004844	OG0004707	-	53503-Pc.00g048310.m01.polypeptide.OG0006382	Pc22g01130
N0.HOG0004845	OG0004708	-	53503-Pc.00g086860.m01.polypeptide.OG0006383	Pc16g02790
N0.HOG0004846	OG0004709	-	53503-Pc.00g021070.m01.polypeptide.OG0006386	Pc20g11910
N0.HOG0004847	OG0004710	-	53503-Pc.00g021060.m01.polypeptide.OG0006387	Pc20g11900
N0.HOG0004848	OG0004711	-	53503-Pc.00g021050.m01.polypeptide.OG0006388	Pc20g11870
N0.HOG0004849	OG0004712	-	53503-Pc.00g021040.m01.polypeptide.OG0006389	Pc20g11860
N0.HOG0004850	OG0004713	-	53503-Pc.00g022820.m01.polypeptide.OG0006391	Pc12g10280
N0.HOG0004851	OG0004714	-	53503-Pc.00g022830.m01.polypeptide.OG0006392	Pc12g10300
N0.HOG0004852	OG0004715	-	53503-Pc.00g022840.m01.polypeptide.OG0006393	Pc12g10310
N0.HOG0004853	OG0004716	-	53503-Pc.00g022860.m01.polypeptide.OG0006395	Pc12g10330
N0.HOG0004854	OG0004717	-	53503-Pc.00g101440.m01.polypeptide.OG0006396	Pc12g10340
N0.HOG0004855	OG0004718	-	53503-Pc.00g085770.m01.polypeptide.OG0006397	Pc12g10350
N0.HOG0004856	OG0004719	-	53503-Pc.00g067460.m01.polypeptide.OG0006398	Pc16g09860
N0.HOG0004857	OG0004720	-	53503-Pc.00g077720.m01.polypeptide.OG0006399	Pc16g09970
N0.HOG0004858	OG0004721	-	53503-Pc.00g077730.m01.polypeptide.OG0006400	Pc16g09980
N0.HOG0004859	OG0004722	-	53503-Pc.00g021960.m01.polypeptide.OG0006401	Pc22g07920
N0.HOG0004860	OG0004723	-	53503-Pc.00g021980.m01.polypeptide.OG0006403	Pc22g07960
N0.HOG0004861	OG0004724	-	53503-Pc.00g021990.m01.polypeptide.OG0006404	Pc22g07970
N0.HOG0004862	OG0004725	-	53503-Pc.00g065160.m01.polypeptide.OG0006405	Pc12g07280
N0.HOG0004863	OG0004726	-	53503-Pc.00g091870.m01.polypeptide.OG0006406	Pc22g06630
N0.HOG0004864	OG0004727	-	53503-Pc.00g091880.m01.polypeptide.OG0006407	Pc21g17120
N0.HOG0004865	OG0004728	-	53503-Pc.00g091890.m01.polypeptide.OG0006408	Pc21g17130
N0.HOG0004866	OG0004729	-	53503-Pc.00g053050.m01.polypeptide.OG0006409	Pc21g18120
N0.HOG0004867	OG0004730	-	53503-Pc.00g053040.m01.polypeptide.OG0006410	Pc21g18110
N0.HOG0004868	OG0004731	-	53503-Pc.00g056540.m01.polypeptide.OG0006412	Pc13g02470
N0.HOG0004869	OG0004732	-	53503-Pc.00g058130.m01.polypeptide.OG0006413	Pc16g00830
N0.HOG0004870	OG0004733	-	53503-Pc.00g041860.m01.polypeptide.OG0006414	Pc16g14390
N0.HOG0004871	OG0004734	-	53503-Pc.00g070160.m01.polypeptide.OG0006416	Pc22g18230
N0.HOG0004872	OG0004735	-	53503-Pc.00g070180.m01.polypeptide.OG0006417	Pc22g18210
N0.HOG0004873	OG0004736	-	53503-Pc.00g075610.m01.polypeptide.OG0006419	Pc12g05070
N0.HOG0004874	OG0004737	-	53503-Pc.00g035610.m01.polypeptide.OG0006420	Pc13g07990
N0.HOG0004875	OG0004738	-	53503-Pc.00g064490.m01.polypeptide.OG0006421	Pc21g14100
N0.HOG0004876	OG0004739	-	53503-Pc.00g056650.m01.polypeptide.OG0006422	Pc13g02600
N0.HOG0004877	OG0004740	-	53503-Pc.00g056640.m01.polypeptide.OG0006423	Pc13g02590
N0.HOG0004878	OG0004741	-	53503-Pc.00g056630.m01.polypeptide.OG0006424	Pc16g12100
N0.HOG0004879	OG0004742	-	53503-Pc.00g056610.m01.polypeptide.OG0006425	Pc13g02560
N0.HOG0004880	OG0004743	-	53503-Pc.00g022000.m01.polypeptide.OG0006428	Pc22g07980
N0.HOG0004881	OG0004744	-	53503-Pc.00g069930.m01.polypeptide.OG0006430	Pc22g21230
N0.HOG0004882	OG0004745	-	53503-Pc.00g069940.m01.polypeptide.OG0006431	Pc22g21220
N0.HOG0004883	OG0004746	-	53503-Pc.00g069950.m01.polypeptide.OG0006432	Pc22g21210
N0.HOG0004884	OG0004747	-	53503-Pc.00g090040.m01.polypeptide.OG0006433	Pc21g02740
N0.HOG0004885	OG0004748	-	53503-Pc.00g042840.m01.polypeptide.OG0006435	Pc22g11050
N0.HOG0004886	OG0004749	-	53503-Pc.00g029370.m01.polypeptide.OG0006436	Pc22g05790
N0.HOG0004887	OG0004750	-	53503-Pc.00g042810.m01.polypeptide.OG0006437	Pc22g11070
N0.HOG0004888	OG0004751	-	53503-Pc.00g042800.m01.polypeptide.OG0006438	Pc22g11080
N0.HOG0004889	OG0004752	-	53503-Pc.00g000570.m01.polypeptide.OG0006439	Pc20g14710
N0.HOG0004890	OG0004753	-	53503-Pc.00g093730.m01.polypeptide.OG0006440	Pc22g10300
N0.HOG0004891	OG0004754	-	53503-Pc.00g093740.m01.polypeptide.OG0006441	Pc22g10290
N0.HOG0004892	OG0004755	-	53503-Pc.00g035910.m01.polypeptide.OG0006443	Pc21g11740
N0.HOG0004893	OG0004756	-	53503-Pc.00g063940.m01.polypeptide.OG0006445	Pc20g10910
N0.HOG0004894	OG0004757	-		Pc14g00750, Pc21g10840
N0.HOG0004895	OG0004758	-		Pc14g00740, Pc21g10870
N0.HOG0004896	OG0004759	-		Pc15g00670, Pc21g15440
N0.HOG0004897	OG0004760	-		PCH_Pc21g21370, Pc13g09140
N0.HOG0004898	OG0004761	-		Pc14g01510, Pc06g00600
N0.HOG0004899	OG0004762	-		Pc24g00380, Pc12g08290
N0.HOG0004900	OG0004763	-		Pc22g02040, Pc12g01900
N0.HOG0004901	OG0004764	-		Pc12g06310, Pc21g10770
N0.HOG0004902	OG0004765	-		Pc13g07630, Pc18g05320
N0.HOG0004903	OG0004766	-		Pc14g00010, Pc22g18010
N0.HOG0004904	OG0004767	-		Pc16g09230, Pc20g12790
N0.HOG0004905	OG0004768	-		Pc20g09330, Pc20g02370
N0.HOG0004906	OG0004769	-		Pc13g01960, Pc21g12570
N0.HOG0004907	OG0004770	-		Pc22g06980, Pc18g00240
N0.HOG0004908	OG0004771	-		Pc22g19660, Pc22g12080
N0.HOG0004909	OG0004772	-		Pc22g22920, Pc13g07470
N0.HOG0004910	OG0004773	-		Pc12g00290, Pc18g05770
N0.HOG0004911	OG0004774	-		Pc12g07680, Pc12g07700
N0.HOG0004912	OG0004775	-		Pc12g00470, Pc13g07110
N0.HOG0004913	OG0004776	-		Pc12g11870, Pc12g07980
N0.HOG0004914	OG0004777	-		Pc16g10000, Pc12g08040
N0.HOG0004915	OG0004778	-		Pc21g17360, Pc12g08300
N0.HOG0004916	OG0004779	-		Pc12g16020, Pc13g05010
N0.HOG0004917	OG0004780	-		Pc16g12260, Pc12g12440
N0.HOG0004918	OG0004781	-		Pc19g00410, Pc12g08920
N0.HOG0004919	OG0004782	-		Pc12g09060, Pc22g07130
N0.HOG0004920	OG0004783	-		Pc18g01450, Pc12g01730
N0.HOG0004921	OG0004784	-		Pc12g09250, Pc16g09340
N0.HOG0004922	OG0004785	-		Pc12g05620, Pc22g11710
N0.HOG0004923	OG0004786	-		Pc12g09820, Pc12g12020
N0.HOG0004924	OG0004787	-		Pc12g10440, Pc18g06440
N0.HOG0004925	OG0004788	-		Pc20g09070, Pc12g10870
N0.HOG0004926	OG0004789	-		Pc13g02700, Pc12g00050
N0.HOG0004927	OG0004790	-		Pc13g01570, Pc18g01630
N0.HOG0004928	OG0004791	-		Pc16g10060, Pc13g15610
N0.HOG0004929	OG0004792	-		Pc13g12860, Pc16g13360
N0.HOG0004930	OG0004793	-		Pc21g17410, Pc13g06500
N0.HOG0004931	OG0004794	-		Pc13g07130, Pc20g12420
N0.HOG0004932	OG0004795	-		Pc21g23900, Pc13g07930
N0.HOG0004933	OG0004796	-		Pc13g14370, Pc20g01400
N0.HOG0004934	OG0004797	-		Pc22g26880, Pc13g14270
N0.HOG0004935	OG0004798	-		Pc12g03940, Pc13g00160
N0.HOG0004936	OG0004799	-		Pc21g12480, Pc14g00370
N0.HOG0004937	OG0004800	-		Pc21g02990, Pc14g00870
N0.HOG0004938	OG0004801	-		Pc16g00620, Pc22g01850
N0.HOG0004939	OG0004802	-		Pc22g00970, Pc16g00770
N0.HOG0004940	OG0004803	-		Pc16g06900, Pc22g14540
N0.HOG0004941	OG0004804	-		Pc16g05370, Pc16g13430
N0.HOG0004942	OG0004805	-		Pc16g10820, Pc20g01520
N0.HOG0004943	OG0004806	-		Pc18g05490, Pc20g01970
N0.HOG0004944	OG0004807	-		Pc21g16300, Pc20g04620
N0.HOG0004945	OG0004808	-		Pc21g16940, Pc20g05740
N0.HOG0004946	OG0004809	-		Pc20g06370, Pc22g22110
N0.HOG0004947	OG0004810	-		Pc12g01760, Pc20g13770
N0.HOG0004948	OG0004811	-		Pc21g23150, Pc21g18600
N0.HOG0004949	OG0004812	-		Pc21g19130, Pc21g00470
N0.HOG0004950	OG0004813	-		Pc21g15240, Pc20g11090
N0.HOG0004951	OG0004814	-		Pc21g06280, Pc21g20300
N0.HOG0004952	OG0004815	-		Pc13g05520, Pc21g11960
N0.HOG0004953	OG0004816	-		Pc03g00120, Pc21g08730
N0.HOG0004954	OG0004817	-		Pc21g04620, Pc21g00010
N0.HOG0004955	OG0004818	-		Pc21g04710, Pc22g22180
N0.HOG0004956	OG0004819	-		Pc22g12070, Pc22g19690
N0.HOG0004957	OG0004820	-		Pc22g17260, Pc20g00410
N0.HOG0004958	OG0004821	-		Pc22g09130, Pc22g04170
N0.HOG0004959	OG0004822	-		Pc16g09060, Pc22g21480
N0.HOG0004960	OG0004823	-		Pc22g13330, Pc22g06070
N0.HOG0004961	OG0004824	-		Pc22g24190, Pc22g14100
N0.HOG0004962	OG0004825	-		Pc12g14090, Pc22g22960
N0.HOG0004963	OG0004826	-		Pc22g23250, Pc21g10800
N0.HOG0004964	OG0004827	-		Pc22g10810, Pc_m0040
N0.HOG0004965	OG0004828	-		Pc19g00230, Pc_m0350
N0.HOG0004966	OG0004829	-		Pc_m0460, Pc_m0450
N0.HOG0004967	OG0004830	-		Pc34g00010, Pc01g00010
N0.HOG0004968	OG0004831	-		Pc03g00010, Pc22g25910
N0.HOG0004969	OG0004832	-		Pc04g00070, Pc24g02800
N0.HOG0004970	OG0004833	-		Pc06g00110, Pc06g00550
N0.HOG0004971	OG0004834	-		Pc06g00150, Pc22g06190
N0.HOG0004972	OG0004835	-		Pc16g07250, Pc06g00320
N0.HOG0004973	OG0004836	-		Pc16g02800, Pc06g00400
N0.HOG0004974	OG0004837	-		Pc06g00630, Pc12g15190
N0.HOG0004975	OG0004838	-		Pc16g01140, Pc06g00660
N0.HOG0004976	OG0004839	-		Pc06g00790, Pc21g08530
N0.HOG0004977	OG0004840	-		Pc06g00810, Pc21g21520
N0.HOG0004978	OG0004841	-		Pc13g07820, Pc06g00930
N0.HOG0004979	OG0004842	-		Pc06g01040, Pc22g07280
N0.HOG0004980	OG0004843	-		Pc16g06150, Pc06g01090
N0.HOG0004981	OG0004844	-		Pc06g02090, Pc18g06630
N0.HOG0004982	OG0004845	-		Pc06g02100, Pc18g06640
N0.HOG0004983	OG0004846	-		Pc06g02110, Pc13g00820
N0.HOG0004984	OG0004847	-		Pc13g00580, Pc06g02220
N0.HOG0004985	OG0004848	-		Pc06g02250, Pc15g01480
N0.HOG0004986	OG0004849	-		Pc06g01790, Pc21g06510
N0.HOG0004987	OG0004850	-		Pc22g11600, Pc06g02290
N0.HOG0004988	OG0004851	-		Pc06g02340, Pc22g15450
N0.HOG0004989	OG0004852	-		Pc08g00010, Pc26g00010
N0.HOG0004990	OG0004853	-		Pc22g24520, Pc08g00020
N0.HOG0004991	OG0004854	-		Pc08g00050, Pc24g00020
N0.HOG0004992	OG0004855	-		Pc18g00510, Pc12g11030
N0.HOG0004993	OG0004856	-		Pc12g11100, Pc18g02780
N0.HOG0004994	OG0004857	-		Pc12g14860, Pc18g02580
N0.HOG0004995	OG0004858	-		Pc12g03710, Pc24g00650
N0.HOG0004996	OG0004859	-		Pc12g03770, Pc13g01020
N0.HOG0004997	OG0004860	-		Pc12g03870, Pc13g02120
N0.HOG0004998	OG0004861	-		Pc21g04990, Pc12g03900
N0.HOG0004999	OG0004862	-		Pc16g01840, Pc12g07630
N0.HOG0005000	OG0004863	-		Pc20g13560, Pc12g14940
N0.HOG0005001	OG0004864	-		Pc12g00150, Pc12g00140
N0.HOG0005002	OG0004865	-		Pc12g00270, Pc13g02220
N0.HOG0005003	OG0004866	-		Pc16g07210, Pc12g04010
N0.HOG0005004	OG0004867	-		Pc22g16610, Pc12g07790
N0.HOG0005005	OG0004868	-		Pc12g11500, Pc21g04120
N0.HOG0005006	OG0004869	-		Pc12g15230, Pc12g03040
N0.HOG0005007	OG0004870	-		Pc22g00150, Pc12g00390
N0.HOG0005008	OG0004871	-		Pc12g00500, Pc13g01670
N0.HOG0005009	OG0004872	-		Pc12g04220, Pc22g16170
N0.HOG0005010	OG0004873	-		Pc12g11780, Pc21g18440
N0.HOG0005011	OG0004874	-		Pc12g15360, Pc22g15250
N0.HOG0005012	OG0004875	-		Pc12g08220, Pc22g00610
N0.HOG0005013	OG0004876	-		Pc24g02580, Pc12g11900
N0.HOG0005014	OG0004877	-		Pc12g15760, Pc22g26960
N0.HOG0005015	OG0004878	-		Pc22g07450, Pc12g00940
N0.HOG0005016	OG0004879	-		Pc12g08390, Pc22g24790
N0.HOG0005017	OG0004880	-		Pc13g13800, Pc12g08500
N0.HOG0005018	OG0004881	-		Pc12g12150, Pc16g12810
N0.HOG0005019	OG0004882	-		Pc16g04500, Pc12g16010
N0.HOG0005020	OG0004883	-		Pc14g01500, Pc12g08770
N0.HOG0005021	OG0004884	-		Pc12g08780, Pc13g11600
N0.HOG0005022	OG0004885	-		Pc18g00820, Pc12g12380
N0.HOG0005023	OG0004886	-		Pc12g05080, Pc22g01420
N0.HOG0005024	OG0004887	-		Pc12g09020, Pc12g01990
N0.HOG0005025	OG0004888	-		Pc12g12750, Pc18g05130
N0.HOG0005026	OG0004889	-		Pc12g01700, Pc21g22370
N0.HOG0005027	OG0004890	-		Pc12g09220, Pc20g04130
N0.HOG0005028	OG0004891	-		Pc12g09380, Pc21g20280
N0.HOG0005029	OG0004892	-		Pc12g01860, Pc20g02030
N0.HOG0005030	OG0004893	-		Pc12g01890, Pc22g03460
N0.HOG0005031	OG0004894	-		Pc12g09400, Pc20g15440
N0.HOG0005032	OG0004895	-		Pc13g00900, Pc12g13120
N0.HOG0005033	OG0004896	-		Pc13g04260, Pc12g02200
N0.HOG0005034	OG0004897	-		Pc12g05770, Pc21g04780
N0.HOG0005035	OG0004898	-		Pc12g02400, Pc18g03120
N0.HOG0005036	OG0004899	-		Pc20g03290, Pc12g09930
N0.HOG0005037	OG0004900	-		Pc12g13640, Pc22g01740
N0.HOG0005038	OG0004901	-		Pc21g11260, Pc12g02640
N0.HOG0005039	OG0004902	-		Pc21g18690, Pc12g10000
N0.HOG0005040	OG0004903	-		Pc16g11550, Pc12g06460
N0.HOG0005041	OG0004904	-		Pc20g05850, Pc12g06530
N0.HOG0005042	OG0004905	-		Pc22g09540, Pc12g06540
N0.HOG0005043	OG0004906	-		Pc12g14030, Pc20g06580
N0.HOG0005044	OG0004907	-		Pc13g15890, Pc12g02950
N0.HOG0005045	OG0004908	-		Pc12g06680, Pc16g07910
N0.HOG0005046	OG0004909	-		Pc12g06980, Pc12g06880
N0.HOG0005047	OG0004910	-		Pc12g10650, Pc12g10590
N0.HOG0005048	OG0004911	-		Pc12g14400, Pc22g04150
N0.HOG0005049	OG0004912	-		Pc13g04740, Pc12g03210
N0.HOG0005050	OG0004913	-		Pc13g01190, Pc13g00670
N0.HOG0005051	OG0004914	-		Pc13g01170, Pc13g00690
N0.HOG0005052	OG0004915	-		Pc13g00740, Pc18g06530
N0.HOG0005053	OG0004916	-		Pc13g00750, Pc18g06520
N0.HOG0005054	OG0004917	-		Pc13g00770, Pc13g00780
N0.HOG0005055	OG0004918	-		Pc15g01500, Pc13g00840
N0.HOG0005056	OG0004919	-		Pc13g00410, Pc13g00010
N0.HOG0005057	OG0004920	-		Pc13g00030, Pc13g00390
N0.HOG0005058	OG0004921	-		Pc18g06730, Pc13g00510
N0.HOG0005059	OG0004922	-		Pc13g00520, Pc18g06720
N0.HOG0005060	OG0004923	-		Pc24g00510, Pc13g00910
N0.HOG0005061	OG0004924	-		Pc13g02840, Pc20g03050
N0.HOG0005062	OG0004925	-		Pc13g02810, Pc20g01730
N0.HOG0005063	OG0004926	-		Pc22g23290, Pc13g02190
N0.HOG0005064	OG0004927	-		Pc13g06930, Pc13g02210
N0.HOG0005065	OG0004928	-		Pc13g02230, Pc20g09490
N0.HOG0005066	OG0004929	-		Pc13g13770, Pc13g02500
N0.HOG0005067	OG0004930	-		Pc17g00450, Pc13g02510
N0.HOG0005068	OG0004931	-		Pc13g01220, Pc16g03210
N0.HOG0005069	OG0004932	-		Pc13g06790, Pc13g01510
N0.HOG0005070	OG0004933	-		Pc13g01820, Pc16g04640
N0.HOG0005071	OG0004934	-		Pc13g04670, Pc13g14970
N0.HOG0005072	OG0004935	-		Pc13g04280, Pc18g01690
N0.HOG0005073	OG0004936	-		Pc13g04300, Pc16g12570
N0.HOG0005074	OG0004937	-		Pc13g05190, Pc22g05490
N0.HOG0005075	OG0004938	-		Pc13g04930, Pc16g14950
N0.HOG0005076	OG0004939	-		Pc13g14870, Pc13g11220
N0.HOG0005077	OG0004940	-		Pc13g14820, Pc16g06270
N0.HOG0005078	OG0004941	-		Pc13g14880, Pc16g11830
N0.HOG0005079	OG0004942	-		Pc16g10220, Pc13g05740
N0.HOG0005080	OG0004943	-		Pc16g06690, Pc13g16010
N0.HOG0005081	OG0004944	-		Pc21g00020, Pc13g15970
N0.HOG0005082	OG0004945	-		Pc21g10860, Pc13g12770
N0.HOG0005083	OG0004946	-		Pc20g06390, Pc13g12560
N0.HOG0005084	OG0004947	-		Pc21g00130, Pc13g05980
N0.HOG0005085	OG0004948	-		Pc20g05400, Pc13g05990
N0.HOG0005086	OG0004949	-		Pc13g13430, Pc21g09280
N0.HOG0005087	OG0004950	-		Pc13g13440, Pc16g06080
N0.HOG0005088	OG0004951	-		Pc16g05810, Pc13g07580
N0.HOG0005089	OG0004952	-		Pc19g00540, Pc13g10390
N0.HOG0005090	OG0004953	-		Pc13g10730, Pc20g10330
N0.HOG0005091	OG0004954	-		Pc13g08020, Pc13g08010
N0.HOG0005092	OG0004955	-		Pc13g08150, Pc13g08180
N0.HOG0005093	OG0004956	-		Pc13g08240, Pc22g08520
N0.HOG0005094	OG0004957	-		Pc13g08370, Pc24g00750
N0.HOG0005095	OG0004958	-		Pc13g08550, Pc22g02640
N0.HOG0005096	OG0004959	-		Pc13g09770, Pc18g00940
N0.HOG0005097	OG0004960	-		Pc16g05540, Pc13g11200
N0.HOG0005098	OG0004961	-		Pc13g11720, Pc21g16710
N0.HOG0005099	OG0004962	-		Pc13g11940, Pc20g13600
N0.HOG0005100	OG0004963	-		Pc22g24770, Pc13g11760
N0.HOG0005101	OG0004964	-		Pc22g25150, Pc13g11930
N0.HOG0005102	OG0004965	-		Pc13g14020, Pc16g09280
N0.HOG0005103	OG0004966	-		Pc22g22170, Pc13g14070
N0.HOG0005104	OG0004967	-		Pc20g13790, Pc13g12060
N0.HOG0005105	OG0004968	-		Pc13g14310, Pc22g03700
N0.HOG0005106	OG0004969	-		Pc13g14400, Pc20g09570
N0.HOG0005107	OG0004970	-		Pc21g08230, Pc13g14260
N0.HOG0005108	OG0004971	-		Pc22g14300, Pc13g14140
N0.HOG0005109	OG0004972	-		Pc13g00090, Pc20g04290
N0.HOG0005110	OG0004973	-		Pc13g00180, Pc21g21900
N0.HOG0005111	OG0004974	-		Pc14g00910, Pc16g11800
N0.HOG0005112	OG0004975	-		Pc14g01700, Pc18g03940
N0.HOG0005113	OG0004976	-		Pc20g04590, Pc14g01860
N0.HOG0005114	OG0004977	-		Pc20g11960, Pc14g02110
N0.HOG0005115	OG0004978	-		Pc14g02280, Pc22g22730
N0.HOG0005116	OG0004979	-		Pc15g01380, Pc22g15530
N0.HOG0005117	OG0004980	-		Pc15g01410, Pc22g15710
N0.HOG0005118	OG0004981	-		Pc20g10780, Pc15g01660
N0.HOG0005119	OG0004982	-		Pc15g01720, Pc18g02240
N0.HOG0005120	OG0004983	-		Pc15g02070, Pc15g02060
N0.HOG0005121	OG0004984	-		Pc21g20390, Pc15g02080
N0.HOG0005122	OG0004985	-		Pc15g02120, Pc15g02110
N0.HOG0005123	OG0004986	-		Pc15g00020, Pc20g10550
N0.HOG0005124	OG0004987	-		Pc16g07430, Pc15g00070
N0.HOG0005125	OG0004988	-		Pc15g00190, Pc16g11590
N0.HOG0005126	OG0004989	-		Pc15g00300, Pc19g00080
N0.HOG0005127	OG0004990	-		Pc22g18500, Pc15g00990
N0.HOG0005128	OG0004991	-		Pc16g00230, Pc16g07640
N0.HOG0005129	OG0004992	-		Pc22g08160, Pc16g00330
N0.HOG0005130	OG0004993	-		Pc16g15370, Pc16g00780
N0.HOG0005131	OG0004994	-		Pc16g00950, Pc22g19120
N0.HOG0005132	OG0004995	-		Pc22g18490, Pc16g02650
N0.HOG0005133	OG0004996	-		Pc23g00890, Pc16g02200
N0.HOG0005134	OG0004997	-		Pc16g03030, Pc16g08110
N0.HOG0005135	OG0004998	-		Pc16g07870, Pc20g02020
N0.HOG0005136	OG0004999	-		Pc16g03280, Pc16g11320
N0.HOG0005137	OG0005000	-		Pc21g14760, Pc16g06770
N0.HOG0005138	OG0005001	-		Pc16g08660, Pc22g19800
N0.HOG0005139	OG0005002	-		Pc16g08690, Pc16g06060
N0.HOG0005140	OG0005003	-		Pc16g03810, Pc21g07830
N0.HOG0005141	OG0005004	-		Pc16g07490, Pc16g07500
N0.HOG0005142	OG0005005	-		Pc16g05470, Pc16g09220
N0.HOG0005143	OG0005006	-		Pc22g11320, Pc16g05490
N0.HOG0005144	OG0005007	-		Pc20g05320, Pc16g04220
N0.HOG0005145	OG0005008	-		Pc21g06590, Pc16g09690
N0.HOG0005146	OG0005009	-		Pc16g04230, Pc20g11050
N0.HOG0005147	OG0005010	-		Pc21g15050, Pc16g05970
N0.HOG0005148	OG0005011	-		Pc16g06100, Pc18g06070
N0.HOG0005149	OG0005012	-		Pc16g06190, Pc16g06180
N0.HOG0005150	OG0005013	-		Pc22g13100, Pc16g09870
N0.HOG0005151	OG0005014	-		Pc16g10410, Pc21g14720
N0.HOG0005152	OG0005015	-		Pc16g10690, Pc20g03840
N0.HOG0005153	OG0005016	-		Pc16g04850, Pc22g16220
N0.HOG0005154	OG0005017	-		Pc16g05130, Pc22g07760
N0.HOG0005155	OG0005018	-		Pc16g06400, Pc18g05180
N0.HOG0005156	OG0005019	-		Pc16g06490, Pc22g22780
N0.HOG0005157	OG0005020	-		Pc21g16420, Pc16g10760
N0.HOG0005158	OG0005021	-		Pc16g14310, Pc16g10770
N0.HOG0005159	OG0005022	-		Pc21g16080, Pc16g10790
N0.HOG0005160	OG0005023	-		Pc24g00260, Pc16g05200
N0.HOG0005161	OG0005024	-		Pc22g25710, Pc16g05220
N0.HOG0005162	OG0005025	-		Pc16g05290, Pc20g09850
N0.HOG0005163	OG0005026	-		Pc20g12690, Pc16g11910
N0.HOG0005164	OG0005027	-		Pc16g11540, Pc22g19500
N0.HOG0005165	OG0005028	-		Pc21g22960, Pc16g11610
N0.HOG0005166	OG0005029	-		Pc16g14260, Pc22g15120
N0.HOG0005167	OG0005030	-		Pc16g14270, Pc20g12090
N0.HOG0005168	OG0005031	-		Pc21g01330, Pc16g14690
N0.HOG0005169	OG0005032	-		Pc16g14780, Pc18g05540
N0.HOG0005170	OG0005033	-		Pc20g14330, Pc16g14800
N0.HOG0005171	OG0005034	-		Pc20g00050, Pc16g15290
N0.HOG0005172	OG0005035	-		Pc22g18950, Pc16g15400
N0.HOG0005173	OG0005036	-		Pc16g12440, Pc21g13430
N0.HOG0005174	OG0005037	-		Pc16g13680, Pc16g13690
N0.HOG0005175	OG0005038	-		Pc16g13910, Pc22g08220
N0.HOG0005176	OG0005039	-		Pc17g00070, Pc23g00750
N0.HOG0005177	OG0005040	-		Pc17g00190, Pc24g02630
N0.HOG0005178	OG0005041	-		Pc17g00340, Pc18g02440
N0.HOG0005179	OG0005042	-		Pc22g11950, Pc17g01090
N0.HOG0005180	OG0005043	-		Pc17g01180, Pc23g00360
N0.HOG0005181	OG0005044	-		Pc20g10700, Pc18g03220
N0.HOG0005182	OG0005045	-		Pc18g03260, Pc22g24690
N0.HOG0005183	OG0005046	-		Pc18g03370, Pc22g26840
N0.HOG0005184	OG0005047	-		Pc18g03420, Pc22g12760
N0.HOG0005185	OG0005048	-		Pc18g03720, Pc21g00670
N0.HOG0005186	OG0005049	-		Pc20g04550, Pc18g04210
N0.HOG0005187	OG0005050	-		Pc20g14780, Pc18g00290
N0.HOG0005188	OG0005051	-		Pc18g05220, Pc22g16160
N0.HOG0005189	OG0005052	-		Pc22g04400, Pc18g05270
N0.HOG0005190	OG0005053	-		Pc21g04170, Pc18g01000
N0.HOG0005191	OG0005054	-		Pc18g01070, Pc20g10040
N0.HOG0005192	OG0005055	-		Pc18g05690, Pc20g00730
N0.HOG0005193	OG0005056	-		Pc20g11940, Pc18g05720
N0.HOG0005194	OG0005057	-		Pc18g05970, Pc22g22140
N0.HOG0005195	OG0005058	-		Pc22g22130, Pc18g05980
N0.HOG0005196	OG0005059	-		Pc21g16200, Pc18g01670
N0.HOG0005197	OG0005060	-		Pc18g01720, Pc20g15380
N0.HOG0005198	OG0005061	-		Pc18g06150, Pc22g07910
N0.HOG0005199	OG0005062	-		Pc22g16350, Pc18g01900
N0.HOG0005200	OG0005063	-		Pc18g06600, Pc22g26490
N0.HOG0005201	OG0005064	-		Pc18g06680, Pc22g05580
N0.HOG0005202	OG0005065	-		Pc19g00560, Pc24g00640
N0.HOG0005203	OG0005066	-		Pc21g05930, Pc20g01430
N0.HOG0005204	OG0005067	-		Pc20g11980, Pc20g14900
N0.HOG0005205	OG0005068	-		Pc22g17150, Pc20g14890
N0.HOG0005206	OG0005069	-		Pc20g15070, Pc21g02330
N0.HOG0005207	OG0005070	-		Pc20g04600, Pc21g01620
N0.HOG0005208	OG0005071	-		Pc20g15660, Pc22g17070
N0.HOG0005209	OG0005072	-		Pc20g00780, Pc20g15790
N0.HOG0005210	OG0005073	-		Pc20g12930, Pc20g04900
N0.HOG0005211	OG0005074	-		Pc22g02180, Pc20g02340
N0.HOG0005212	OG0005075	-		Pc20g05210, Pc23g00450
N0.HOG0005213	OG0005076	-		Pc20g02510, Pc22g17660
N0.HOG0005214	OG0005077	-		Pc20g07860, Pc22g17200
N0.HOG0005215	OG0005078	-		Pc20g08090, Pc21g11590
N0.HOG0005216	OG0005079	-		Pc20g08910, Pc22g09370
N0.HOG0005217	OG0005080	-		Pc20g09450, Pc22g25450
N0.HOG0005218	OG0005081	-		Pc20g10880, Pc22g16700
N0.HOG0005219	OG0005082	-		Pc20g11020, Pc21g01630
N0.HOG0005220	OG0005083	-		Pc20g11130, Pc21g22120
N0.HOG0005221	OG0005084	-		Pc20g11400, Pc22g19560
N0.HOG0005222	OG0005085	-		Pc22g23210, Pc20g12390
N0.HOG0005223	OG0005086	-		Pc20g12850, Pc22g23010
